ID,Project/Plant Name,Status,Rated Power (kW),Discharge Duration at Rated Power (hrs),Storage Capacity (kWh),Applications.Bulk Energy Services (General Energy Applications).0,Applications.Bulk Energy Services (General Energy Applications).1,Applications.Bulk Energy Services (General Energy Applications).2,Applications.Ancillary Services.0,Applications.Ancillary Services.1,Applications.Ancillary Services.2,Applications.Ancillary Services.3,Applications.Ancillary Services.4,Applications.Ancillary Services.5,Applications.Transmission Infrastructure Services.0,Applications.Transmission Infrastructure Services.1,Applications.Distribution Infrastructure Services.0,Applications.Customer Energy Management Services (End-User Services).0,Applications.Customer Energy Management Services (End-User Services).1,Applications.Customer Energy Management Services (End-User Services).2,Applications.Customer Energy Management Services (End-User Services).3,Applications.Others.0,Paired Grid Resources,Description/Notes,URL,Country,City,County,State/Province,Street Address,Postal Code,Latitude,Longitude,Announced Date,Commissioned Date,Constructed Date,Decommissioned Date,Latest Update Date,Project Data Validated?,Grid Interconnection Level,Interconnection Type,ISO/RTO,System Operator,Utility Type,Utility ID,Number of Subsystems,Energy Storage Technology Provider,Power Electronics Provider,Installer,Developer,O&M Contractor,EPC 1,EPC 2,EPC 3,Ownership Model,Ownership Model (Other),Owner(s),Captial Expenditure - CAPEX (USD),Annual Operational Cost - OPEX (USD),Annual Maintenance or Warranty Cost (USD),Projected Payback Period (years),Debt Provider,Funding Source 1,Funding Source Amount 1 (USD),Funding Source 2,Funding Source Amount 2 (USD),Funding Source 3,Funding Source Amount 3 (USD),Contact Information: Name,Contact Information: Email Address,Contact Information: Phone Number,Subsystems.0.Subsystem Name,Subsystems.0.ID,Subsystems.0.Storage Device.Technology Broad Category,Subsystems.0.Storage Device.Technology Mid-Type,Subsystems.0.Storage Device.Technology Sub-Type,Subsystems.0.Storage Device.Storage Capacity (kWh),Subsystems.0.Storage Device.Round-trip Efficiency (%),Subsystems.0.Storage Device.Depth of Discharge (%),Subsystems.0.Storage Device.Warranty Lifetime (cycles),Subsystems.0.Storage Device.Warranty Lifetime (years),Subsystems.0.Storage Device.Storage Operating Temperature (deg C),Subsystems.0.Storage Device.Specific Energy (kWh/ton-metric),Subsystems.0.Storage Device.Energy Density (kWh/m^3),Subsystems.0.Storage Device.Footprint (m^2/MWh),Subsystems.0.Storage Device.Number of Cells,Subsystems.0.Power Conversion System.Rated Power (kW),Subsystems.0.Power Conversion System.Maximum Charge Power (kW),Subsystems.0.Power Conversion System.Maximum Discharge Power (kW),Subsystems.0.Power Conversion System.Overload Capability (%),Subsystems.0.Power Conversion System.Time Allowed for Overload (s),Subsystems.0.Power Conversion System.Ramping Rate (kW/min),Subsystems.0.Power Conversion System.Response Time (s),Subsystems.0.Power Conversion System.Nominal DC Voltage (kV),Subsystems.0.Power Conversion System.Nominal AC Voltage (kV),Subsystems.0.Power Conversion System.Nominal Frequency (Hz),Subsystems.0.Power Conversion System.Operating Frequency Range (Hz) Low,Subsystems.0.Power Conversion System.Operating Frequency Range (Hz) High,Subsystems.0.Power Conversion System.Number of Phases,Subsystems.0.Power Conversion System.Topology,Subsystems.0.Power Conversion System.Full Load Efficiency (%),Subsystems.0.Power Conversion System.Efficiency Degradation,Subsystems.0.Power Conversion System.Standby Energy Consumption (kWh),Subsystems.0.Power Conversion System.Lagging Power Factor Range,Subsystems.0.Power Conversion System.Leading Power Factor Range,Subsystems.0.Power Conversion System.Maximum Total Current Harmonic Distortion (%),Subsystems.0.Power Conversion System.Frequency Ride Through (FRT),Subsystems.0.Power Conversion System.Low Voltage Ride Through (LVRT),Subsystems.0.Power Conversion System.High Voltage Ride Through (HVRT),Subsystems.0.Power Conversion System.Warranty Lifetime (years),Subsystems.0.Balance of System.Transformer Rating,Subsystems.0.Balance of System.Transformer Configuration,Subsystems.0.Balance of System.Enclosure Operating Temperature (deg C),Subsystems.0.Balance of System.Operating Temperature (deg C),Subsystems.0.Balance of System.Communications,Subsystems.0.Balance of System.Enclosures,Subsystems.0.Balance of System.Controller Type
1576,Hydro Pumped Storage Amfilochia,Announced,680000,24,16320000,Renewable Energy Time Shift,Renewable Energy Time Shift (Firming),,Operating Reserve (Supplementary),Voltage Support,Frequency Regulation,Ramp Support,Operating Reserve (Non-Spinning),,,,,,,,,,null,"The Hydro Pumped Storage Amfilochia is located in the Municipality of Amfilochia, Prefecture of Aitoloakarnania, Central Greece. It consists of two separate upper reservoirs, ?€?Agios Georgios?€? and ?€?Pyrgos?€?, and a common lower reservoir, the existing Kastraki Lake (Public Power Company - PPC ownership). The electromechanical equipment will be installed in two independent powerhouses located near the north-eastern bank of the Kastraki Lake. The total installed capacity of the system is approx. 680 MW and the net annual electricity generation is 812 GWh. The total budget of the project is expected to exceed the amount of 500M euros.  The Agios Georgios reservoir has an effective storage capacity around 5 x 106 m^3; installed power (turbine mode): 370MW (4 reversible units); Installed power (pumping mode): 403 MW. The Pyrgos reservoir has an effective storage capacity around 2 x 106 m^3; Installed power (turbine mode): 231 MW (2 reversible units); Installed power (pumping mode): 237 MW.",http://hps-amfilochia.gr/projects/,Greece,Amfilochia,null,Aetolia-Acarnania,null,null,38.8632567,21.17,07-31-2015,null,null,null,null,NO,null,null,,null,null,null,1,null,null,TERNA ENERGY S.A.,null,null,null,null,null,Customer-Owned,null,TERNA ENERGY S.A.,null,null,null,null,null,Federal/National Debt,null,null,null,null,null,null,null,null,Subsystem 1,1576.1,Electro-mechanical energy storage,Pumped hydro storage,Closed-loop PHS,null,null,null,null,null,null,null,null,null,null,680000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1577,Flat Holm Microgrid Project,Operational,5,5,25,,,,Ramp Support,Operating Reserve (Non-Spinning),,,,,,,Reliability,,,,,,Primary Distribution,"Wind &amp; Sun LTD installed the battery/inverter systems, wind turbine and PV arrays in the summer of 2006.  The system uses 3 Sunny Island SI-4500 bi-directional inverters connected as a single phase parallel cluster as the heart of the system to combine to give a high quality sine wave inverter with powerful overload capability (total of 13.5kW 30min rating). They include powerful battery chargers that ensures maximum battery lifetimes, energy management controller for loads and generators, and a generator management system. All generation is connected on the AC side with the PV using Sunny Boy inverters and the wind turbine using a Windy Boy, so cable volt losses can be minimised. The Sunny Island cluster is connected to a battery bank rated at 60 VDC 916 Ah (@ C10 rate), comprising 15 x 4V Rolls Solar RB-4KS21PS batteries. This gives a storage capacity of over 27 kWh to 50% depth of discharge.",http://www.windandsun.co.uk/case-studies/islands-mini-grids/flat-holm-project,United Kingdom,Flat Holm Island,null,Wales,null,CF63 1AT,51.377861,-3.12,null,null,01-06-2006,null,null,NO,null,null,,null,null,null,1,null,Rolls Battery LTD,SMA America,Wind &amp; Sun LTD,Wind &amp; Sun LTD,Wind &amp;amp; Sun LTD,null,null,"Back up Diesel Generator, 6 kW wind turbine, 2 solar arrays with ~8 kW output",null,UNK,null,null,null,null,null,0,null,0,null,0,null,null,null,null,Subsystem 1,1577.1,Electro-chemical battery and chemical storage,Lead-acid battery,,null,null,null,null,null,null,null,null,null,null,5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1578,Green Charge Networks GreenStation Announced 22,Announced,30,2,60,,,,,,,,,,,,,Retail TOU Energy Charges,,,,,null,"Green Charge Networks installed an intelligent energy storage system.  Under the financed model, Green Charge Networks shares in the demand charge savings that the site host realizes monthly on their energy bills.   Green Charge Networks is aggregating these locations to participate in demand response programs.  The financing structure provides the site host with a zero-down, no cost turnkey energy storage solution with cost-savings and revenue-generating opportunities.",http://www.greencharge.net,United States,Mira Loma,null,California,6170 Hamner Avenue,91752,33.98208635,-117.5153511,null,null,null,null,null,NO,Secondary Distribution,null,CAISO,null,Investor Owned,null,1,null,null,Green Charge Networks,Green Charge Networks,null,null,null,null,Third-Party-Owned,null,Green Charge Networks,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Subsystem 1,1578.1,Electro-chemical battery and chemical storage,Lithium-ion battery,,null,null,null,null,null,null,null,null,null,null,30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1579,Green Charge Networks GreenStation Announced 23,Announced,30,2,60,,,,,,,,,,,,,Retail TOU Energy Charges,,,,,null,"Green Charge Networks installed an intelligent energy storage system.  Under the financed model, Green Charge Networks shares in the demand charge savings that the site host realizes monthly on their energy bills.   Green Charge Networks is aggregating these locations to participate in demand response programs.  The financing structure provides the site host with a zero-down, no cost turnkey energy storage solution with cost-savings and revenue-generating opportunities.",http://www.greencharge.net,United States,Oxnard,null,California,1291 S Victoria Ave,93035,34.1883735,-119.2220629,null,null,null,null,null,NO,Secondary Distribution,null,CAISO,null,Investor Owned,null,1,null,null,Green Charge Networks,Green Charge Networks,null,null,null,null,Third-Party-Owned,null,Green Charge Networks,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Subsystem 1,1579.1,Electro-chemical battery and chemical storage,Lithium-ion battery,,null,null,null,null,null,null,null,null,null,null,30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1580,Green Charge Networks GreenStation Announced 25,Announced,30,2,60,,,,,,,,,,,,,Retail TOU Energy Charges,,,,,null,"Green Charge Networks installed an intelligent energy storage system.  Under the financed model, Green Charge Networks shares in the demand charge savings that the site host realizes monthly on their energy bills.   Green Charge Networks is aggregating these locations to participate in demand response programs.  The financing structure provides the site host with a zero-down, no cost turnkey energy storage solution with cost-savings and revenue-generating opportunities.",http://www.greencharge.net,United States,Soquel,null,California,2720 41st Street,95073,36.992568,-121.9428597,null,null,null,null,null,NO,Secondary Distribution,null,CAISO,null,Investor Owned,null,1,null,null,Green Charge Networks,Green Charge Networks,null,null,null,null,Third-Party-Owned,null,Green Charge Networks,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Subsystem 1,1580.1,Electro-chemical battery and chemical storage,Lithium-ion battery,,null,null,null,null,null,null,null,null,null,null,30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1581,Green Charge Networks GreenStation Announced 26,Announced,200,2,400,,,,,,,,,,,,,Retail TOU Energy Charges,,,,,null,"Green Charge Networks installed an intelligent energy storage system.  Under the financed model, Green Charge Networks shares in the demand charge savings that the site host realizes monthly on their energy bills.   Green Charge Networks is aggregating these locations to participate in demand response programs.  The financing structure provides the site host with a zero-down, no cost turnkey energy storage solution with cost-savings and revenue-generating opportunities.",http://www.greencharge.net,United States,Whittier,null,California,3600 Workman Mill Road,90601,34.0196568,-118.0327764,null,null,null,null,null,NO,Secondary Distribution,null,CAISO,null,Investor Owned,null,1,null,null,Green Charge Networks,Green Charge Networks,null,null,null,null,Third-Party-Owned,null,Green Charge Networks,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Subsystem 1,1581.1,Electro-chemical battery and chemical storage,Lithium-ion battery,,null,null,null,null,null,null,null,null,null,null,200,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1582,Green Charge Networks GreenStation Announced 27,Announced,60,2,120,,,,,,,,,,,,,Retail TOU Energy Charges,,,,,null,"Green Charge Networks installed an intelligent energy storage system.  Under the financed model, Green Charge Networks shares in the demand charge savings that the site host realizes monthly on their energy bills.   Green Charge Networks is aggregating these locations to participate in demand response programs.  The financing structure provides the site host with a zero-down, no cost turnkey energy storage solution with cost-savings and revenue-generating opportunities.",http://www.greencharge.net,United States,Hemet,null,California,400 Carriage Circle,92545,33.74349225,-117.0307443,null,null,null,null,null,NO,Secondary Distribution,null,CAISO,null,Investor Owned,null,1,null,null,Green Charge Networks,Green Charge Networks,null,null,null,null,Third-Party-Owned,null,Green Charge Networks,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Subsystem 1,1582.1,Electro-chemical battery and chemical storage,Lithium-ion battery,,null,null,null,null,null,null,null,null,null,null,60,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1583,Green Charge Networks GreenStation Announced 28,Announced,60,2,120,,,,,,,,,,,,,Retail TOU Energy Charges,,,,,null,"Green Charge Networks installed an intelligent energy storage system.  Under the financed model, Green Charge Networks shares in the demand charge savings that the site host realizes monthly on their energy bills.   Green Charge Networks is aggregating these locations to participate in demand response programs.  The financing structure provides the site host with a zero-down, no cost turnkey energy storage solution with cost-savings and revenue-generating opportunities.",http://www.greencharge.net,United States,San Gabriel,null,California,7279 Rosemead Boulevard,91775,34.0990733,-118.1085682,null,null,null,null,null,NO,Secondary Distribution,null,CAISO,null,Investor Owned,null,1,null,null,Green Charge Networks,Green Charge Networks,null,null,null,null,Third-Party-Owned,null,Green Charge Networks,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Subsystem 1,1583.1,Electro-chemical battery and chemical storage,Lithium-ion battery,,null,null,null,null,null,null,null,null,null,null,60,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1584,Green Charge Networks GreenStation Announced 29,Announced,90,2,180,,,,,,,,,,,,,Retail TOU Energy Charges,,,,,null,"Green Charge Networks installed an intelligent energy storage system.  Under the financed model, Green Charge Networks shares in the demand charge savings that the site host realizes monthly on their energy bills.   Green Charge Networks is aggregating these locations to participate in demand response programs.  The financing structure provides the site host with a zero-down, no cost turnkey energy storage solution with cost-savings and revenue-generating opportunities.",http://www.greencharge.net,United States,Huntington Beach,null,California,9811 Adams Ave,92646,33.67334875,-117.9560726,null,null,null,null,null,NO,Secondary Distribution,null,CAISO,null,Investor Owned,null,1,null,null,Green Charge Networks,Green Charge Networks,null,null,null,null,Third-Party-Owned,null,Green Charge Networks,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Subsystem 1,1584.1,Electro-chemical battery and chemical storage,Lithium-ion battery,,null,null,null,null,null,null,null,null,null,null,90,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1585,Green Charge Networks GreenStation Announced 30,Announced,400,2,800,,,,,,,,,,,,,Retail TOU Energy Charges,,,,,null,"Green Charge Networks installed an intelligent energy storage system.  Under the financed model, Green Charge Networks shares in the demand charge savings that the site host realizes monthly on their energy bills.   Green Charge Networks is aggregating these locations to participate in demand response programs.  The financing structure provides the site host with a zero-down, no cost turnkey energy storage solution with cost-savings and revenue-generating opportunities.",www.greencharge.net,United States,San Bernardino,null,California,821 Central Ave,92408,34.0574169,-117.1733065,null,null,null,null,null,NO,Secondary Distribution,null,CAISO,null,Investor Owned,null,1,null,null,Green Charge Networks,Green Charge Networks,null,null,null,null,Third-Party-Owned,null,Green Charge Networks,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Subsystem 1,1585.1,Electro-chemical battery and chemical storage,Lithium-ion battery,,null,null,null,null,null,null,null,null,null,null,400,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1586,Green Charge Networks GreenStation Announced 31,Announced,90,2,180,,,,,,,,,,,,,Retail TOU Energy Charges,,,,,null,"Green Charge Networks installed an intelligent energy storage system.  Under the financed model, Green Charge Networks shares in the demand charge savings that the site host realizes monthly on their energy bills.   Green Charge Networks is aggregating these locations to participate in demand response programs.  The financing structure provides the site host with a zero-down, no cost turnkey energy storage solution with cost-savings and revenue-generating opportunities.",http://www.greencharge.net,United States,Redwood City,null,California,250 Walnut Street,94063,37.4922157,-122.22432,null,null,null,null,null,NO,Secondary Distribution,null,CAISO,null,Investor Owned,null,1,null,null,Green Charge Networks,Green Charge Networks,null,null,null,null,Third-Party-Owned,null,Green Charge Networks,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Subsystem 1,1586.1,Electro-chemical battery and chemical storage,Lithium-ion battery,,null,null,null,null,null,null,null,null,null,null,90,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1587,Green Charge Networks GreenStation Announced 5,Announced,180,1,180,,,,,,,,,,,,,Retail TOU Energy Charges,,,,,null,"Green Charge Networks installed an intelligent energy storage system.  Under the financed model, Green Charge Networks shares in the demand charge savings that the site host realizes monthly on their energy bills.   Green Charge Networks is aggregating these locations to participate in demand response programs.  The financing structure provides the site host with a zero-down, no cost turnkey energy storage solution with cost-savings and revenue-generating opportunities.",http://www.greencharge.net,United States,Fresno,null,California,4480 N. Brawley Ave,93722,36.80287166,-119.8623862,null,null,null,null,null,NO,Secondary Distribution,null,CAISO,null,Investor Owned,null,1,null,null,Green Charge Networks,Green Charge Networks,null,null,null,null,Third-Party-Owned,null,Green Charge Networks,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Subsystem 1,1587.1,Electro-chemical battery and chemical storage,Lithium-ion battery,,null,null,null,null,null,null,null,null,null,null,180,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1588,Green Charge Networks GreenStation Announced 6,Announced,200,2,400,,,,,,,,,,,,,Retail TOU Energy Charges,,,,,null,"Green Charge Networks installed an intelligent energy storage system.  Under the financed model, Green Charge Networks shares in the demand charge savings that the site host realizes monthly on their energy bills.   Green Charge Networks is aggregating these locations to participate in demand response programs.  The financing structure provides the site host with a zero-down, no cost turnkey energy storage solution with cost-savings and revenue-generating opportunities.",http://www.greencharge.net,United States,Clovis,null,California,1560 N. Minnewawa Avenue,93619,36.81268964,-119.7091293,null,null,null,null,null,NO,Secondary Distribution,null,CAISO,null,Investor Owned,null,1,null,null,Green Charge Networks,Green Charge Networks,null,null,null,null,Third-Party-Owned,null,Green Charge Networks,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Subsystem 1,1588.1,Electro-chemical battery and chemical storage,Lithium-ion battery,,null,null,null,null,null,null,null,null,null,null,200,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
