Project name,country,status,Product,latitude,longitude,capacity_MWel,Capacity_Nm?? H???/h,Capacity_kt H2/y
"BioPower2Gas, Allendorf, Eder",DEU,DEMO,,0,0,0.312,60,0
Rozenburg Power2Gas Phase 1,NLD,DEMO,CH4,0,0,0.007,1,0
"Greenhouse heating, solar-H2",ITA,DEMO,,0,0,0.0025,1,0
EE-Methan aus CO2 (R&D),AUT,DEMO,CH4,0,0,,,
OptFuel (R&D),AUT,DEMO,CH4,0,0,,,
Th??ga PtG plant Frankfurt/Main,DEU,DEMO,H2,0,0,0.3,58,0
RENOVAGAS,ESP,DEMO,CH4,0,0,0.009,2,0
"HyFLEET:CUTE, Hamburg",DEU,DEMO,H2,0,0,0.276,60,0
Reduction and Reuse of CO2: Renewable Fuels for Electricity Production- ZHAW,CHE,DEMO,Various,0,0,0.002,0,0
CHOCHCO,FRA,DEMO,CH4,0,0,,,
Hydrogen Wind Farm Sotavento,ESP,DEMO,H2,43.35545758,-7.813616757,0.3,65,0.1
"CUTE, Stockholm",SWE,DEMO,H2,0,0,0.3,65,0.1
"HyFLEET:CUTE, Amesterdam",NLD,DEMO,H2,0,0,0.3,65,0.1
"Wind2Hydrogen, HyCentA",AUT,DEMO,H2,0,0,0.1,19,0
BOEING (rSOC Demonstrator),USA,DEMO,H2,0,0,0.038,10,0
Pilot & Demo PtM HSR,CHE,DEMO,CH4,0,0,0.025,5,0
Dresden,DEU,DEMO,H2,0,0,0.01,3,0
Rapperswil,CHE,DEMO,CH4,0,0,,,
"RegEnKibo, Kirchheimbolanden (R&D)",DEU,DEMO,CH4,0,0,,,
ECTOS,ISL,DEMO,H2,64.77296463,-15.56681379,0.276,60,0
"ETOGAS, Solar Fuel Alpha-plant 250 kW, ZSW",DEU,DEMO,CH4,0,0,0.25,54,0
"Shoro Dam in Shiranuka-cho, Shiranuka-gun, Hokkaido",JPN,DEMO,H2,0,0,0.182,35,0
SoCalGas and University of California Irvine 1,USA,DEMO,H2,0,0,0.068,13,0
HELMETH (R&D),DEU,DEMO,CH4,0,0,0.015,4,0
SoCalGas and University of California Irvine 2,USA,DEMO,H2,0,0,0.005,1,0
Tomakomai,JPN,DEMO,H2,42.63485816,141.6148468,,,
GrInHy,DEU,DEMO,H2,0,0,0.15,39,0
"Tomamae Town, Hokkaido",JPN,DEMO,H2,0,0,0.135,29,0
Yokohama City Wind Power Plant (Hama Wing),JPN,DEMO,H2,0,0,0.52,100,0.1
GRHYD,FRA,DEMO,H2,0,0,0.52,100,0.1
ELY4OFF,ESP,DEMO,H2,0,0,0.05,10,0
"Hidrolica, Tahivilla",ESP,DEMO,H2,0,0,0.041,8,0
GenHyPEM (R&D),DEU,DEMO,H2,0,0,0.033,6,0
Jupiter 1000,FRA,DEMO,Various,43.43696983,4.947789911,1,217,0.2
Hawaii Hydrogen Power Park (phase 2),USA,DEMO,H2,19.86247353,-155.5559789,0.005,1,0
PVFCSYS Sophia Antipolis,FRA,DEMO,H2,43.62721039,7.04592502,0.0036,1,0
PVFCSYS Agrate,ITA,DEMO,H2,0,0,0.0034,1,0
"THEUS H2 Energy Storage, Takasago (R&D)",JPN,DEMO,H2,0,0,0.0036,1,0
Aeropila,ESP,DEMO,H2,0,0,0.003,1,0
PosHYdon,NLD,FID/Construction,H2,52.25,4,1,192,0.1
FIRST - Showcase II,ESP,DEMO,H2,0,0,0.001,0,0
IHAVU,ESP,DEMO,H2,0,0,0,0,0
"WELTEMP, Water electrolysis at elevated temperature",DEU,DEMO,H2,0,0,,,
Ameland,NLD,DEMO,H2,0,0,,,
Wind-H2 Village Prince Edward Island,CAN,DEMO,H2,0,0,0.3,65,0.1
"DTE Energy Hydrogen Technoly Park, Southfield Michigan",USA,DEMO,H2,42.47389443,-83.25060015,0.099,22,0
Wind2H2 Project NREL,USA,DEMO,H2,39.83934036,-105.1591993,0.04,9,0
Small Scale Renewable Power System DRI (Desert Research Institute),USA,DEMO,H2,0,0,0.0065,1,0
IRENE System,CAN,DEMO,H2,0,0,0.006,1,0
Bio SNG G??ssing,AUT,DEMO,CH4,47.05635816,16.32827782,,,
Fine Chemical Industry Park of Lanzhou,CHN,Operational,MeOH,36.07416384,103.8324382,4.6,1000,0.8
GldH2,NLD,FID/Construction,H2,52.13645924,6.204129255,2,444,0.3
P2P IPKW,NLD,Feasibility study,H2,0,0,1,222,0.2
AuxHYGen (Phase 1),FRA,Operational,H2,47.79744501,3.566269916,1,217,0.2
MethFuel,DEU,DEMO,CH4,0,0,1,192,0.1
Coffeyville fertilizer plant,USA,Operational,Ammonia,37.04655681,-95.60394915,,,
PCS Nitrogen-Geismar plant (LA),USA,Operational,Ammonia,30.1841002,-91.00383772,,,
Port Arthur,USA,Operational,H2,29.88732774,-93.92935053,,151000,117.7
MCRC bio-hydrogen facility Chennai,IND,DEMO,H2,13.08961162,80.23165635,,12,0
Port Jerome,FRA,Operational,H2,49.48378963,0.54835583,,50000,39
Quest,CAN,Operational,H2,53.7965498,-113.0917523,,,300
ElectroHgena,FRA,DEMO,CH4,0,0,,,
Power to flex (several pilot projects),DEU,DEMO,H2,0,0,,,
"Minerve, Nantes",FRA,DEMO,CH4,47.21978515,-1.567548568,0.12,32,0
HYPOS (several projects),DEU,Operational,H2,51.29734424,11.99738132,1.3,288.8888889,0.2
Air Liquide Becancour,CAN,Operational,H2,46.3821767,-72.37264273,20,3846,3
Hebei Jiantou Guyuan wind project - 2nd phase,CHN,Operational,H2,41.56089297,115.7331071,6,1304,1
"Blue but better (ALB) (Canada Net-zero Hydrogen Energy Complex), phase 1",CAN,FID/Construction,H2,53.60294058,-113.2785039,,179570,140
Hyper Hydrogen Energy Zhangjiakou Wind Power Hebei - first phase,CHN,Operational,H2,40.81,114.87944,9.26,2013,1.6
"MPREIS Hydrogen (within ""Demo4Grid"")",AUT,Operational,H2,47.25231837,11.32808286,3.1,674,0.5
Anglo-American Mogalakwena mine,ZAF,Operational,H2,-23.97787754,28.91676165,3.5,761,0.6
Wally - Walmart Quilicura forklifts,CHL,Operational,H2,-33.35578065,-70.73649242,0.6,115,0.1
Wuppertal refuelling station,DEU,Operational,H2,51.264018,7.1780374,2.5,481,0.4
SALCOS - WindH2 Windwasserstoff Salzgitter,DEU,Operational,H2,52.15234346,10.40665988,2.5,481,0.4
Hebei Jiantou Guyuan wind project - 1st phase,CHN,Operational,H2,41.56089297,115.7331071,4,870,0.7
"Green hydrogen Project, Mohammad Bin Rashid Solar Park",ARE,Operational,H2,24.76562573,55.36765017,1.25,240,0.2
Hydrogen Park South Australia - HyPSA,AUS,Operational,H2,0,0,1.25,240,0.2
NEL-Champaign-Urbana Mass Transit District,USA,Operational,H2,0,0,1,192,0.1
Cyrus Smith,NLD,DEMO,H2,0,0,0.02,4,0
Jemena Western Sydney - H2GO project,AUS,Operational,H2,-33.86856466,151.2046106,0.5,96,0.1
Queensland Government HRS,AUS,Operational,H2,0,0,0.22,42,0
Seafuel project,ESP,Operational,H2,28.52296439,-16.26463933,0.025,6,0
Obayashi geothermal hydrogen,JPN,DEMO,H2,0,0,0.045,10,0
Hydrogen village Burgenland,AUT,DEMO,H2,47.5174119,16.45727511,0.01,2,0
"Unisa, Mawson Lakes campus",AUS,DEMO,H2,0,0,,,
North West Sturgeon refinery,CAN,Operational,H2,53.83935195,-113.1210722,,,
WCS Redwater CO2 Recovery Unit (formerly nutrien) (ACTL) (ALB) phase 1,CAN,Operational,Ammonia,53.99249384,-113.1269395,,,164
Kidman Park in Adelaide depot,AUS,DEMO,H2,0,0,,,
"SPHYNX, R&D",FRA,DEMO,H2,0,0,,,
Laboratory Plant HRI Quebec,CAN,DEMO,H2,0,0,0.005,1,0
Fronius HyLOG-Fleet (Hydrogen powered Logistic System),AUT,DEMO,,0,0,,,
"HyWindBalance, Oldenburg",DEU,DEMO,,0,0,,,
"Hyport@Duqm, phase 1",OMN,Feasibility study,Ammonia,19.66692773,57.72544501,500,111111,86.6
"Engie - Yara Pilbara test, phase I (project Yuri)",AUS,FID/Construction,Ammonia,-20.62454435,116.7831875,10,2174,1.7
Hyper Hydrogen Energy Zhangjiakou Wind Power Hebei - second phase,CHN,FID/Construction,H2,40.81,114.87944,147.504,32066,25
"Crystal Brook Energy Park, South Australia",AUS,Feasibility study,H2,-33.3531442,138.2060764,50,11111,8.7
Origin Energy - Kawasaki Heavy Industries Townsville project,AUS,Feasibility study,H2,-19.25895956,146.8163218,300,66667,52
H2-hub Gladstone (Queensland) - phase 1,AUS,Feasibility study,Ammonia,-23.84153552,151.2505892,150,33333,26
"Demonstration plant Kuala Terengganu, Malaysia",MYS,DEMO,H2,0,0,0.1,19,0
Demo Plant Agricultural University Athens,GRC,DEMO,H2,37.99486699,23.71430175,,,
The Hydrogen house,USA,DEMO,H2,0,0,,,
Fenosa Canberra hydrogen demo project,AUS,Other/Unknown,CH4,0,0,,,
Alliander Oosterwolde - solar park of GroenLeven,NLD,Operational,H2,53.19809945,5.790371769,1.4,304,0.2
Siemens Energy and Beijing Green Hydrogen Technology Development HRS,CHN,DEMO,H2,39.91951709,116.3973115,1,192,0.1
Ribatejo natural gas power plant (FLEXnCONFU) ,PRT,DEMO,H2,39.01254524,-8.953810254,1,192,0.1
Air Liquide liquid hydrogen production plant,USA,Operational,H2,36.24766995,-115.355277,,4682,3.7
"Haru Oni, phase 1",CHL,Operational,Synfuels,-52.02782333,-72.3950138,1,192,0.1
Holland Hydrogen - phase 1,NLD,FID/Construction,H2,51.94683895,4.009751892,200,43478,33.9
"Sun Metals Zinc Refinery, phase I",AUS,FID/Construction,H2,-19.33116863,146.8839958,1,192,0.1
HRS TMB Zona Franca de Barcelona,ESP,Operational,H2,41.3904683,2.169883854,2.5,481,0.4
HRS Charleroi,BEL,Concept,H2,50.47114536,4.458723543,,,
HRS CNH2 Puertollano,ESP,Operational,H2,38.68908417,-4.106411493,0.06,13,0
Iberdrola - Palos de la Frontera I,ESP,Feasibility study,Ammonia,37.18228514,-6.888655703,200,44444,34.7
Hyflexpower,FRA,DEMO,H2,45.87308933,0.833451997,1.6,308,0.2
HydroHub-Fenne,DEU,FID/Construction,H2,49.239995,6.84135,53,10192,7.9
Solena Group Plasma enhanced gasification,USA,FID/Construction,H2,34.72118222,-118.1663468,,5618,4.4
H24U project (former Proyecto Verne),URY,Feasibility study,H2,-34.80034413,-56.1960983,5,1111,0.9
Olive Creek 1,USA,Operational,H2,40.56579153,-96.81326421,,6413,5
Olive Creek 2,USA,Feasibility study,Ammonia,40.56579153,-96.81326421,,63516,49.5
Iberdrola - Palos de la Frontera II,ESP,Feasibility study,Ammonia,37.18228514,-6.888655703,360,80000,62.4
Douglas County PUD - industrial area north of East Wenatchee,USA,FID/Construction,H2,47.49344847,-120.303228,5,962,0.7
Chongli wind-solar Hydrogen Project - first phase,CHN,Operational,H2,40.75417084,115.0326023,4.139,796,0.6
"GreenH2UB (1st hub, Noord Brabant)",NLD,Feasibility study,H2,51.57107978,5.267217934,5,962,0.7
Duwaal,NLD,Feasibility study,H2,52.63235559,4.749723142,5,962,0.7
Chongli wind-solar Hydrogen Project - second phase,CHN,Operational,H2,40.75417084,115.0326023,9.838,1892,1.5
Hysolar Green on Road - Nieuwegein,NLD,Operational,H2,52.03502549,5.099206478,2.5,481,0.4
Halcyon Power,NZL,Operational,H2,0,0,1.5,288,0.2
Hydrogenpilot Oosterwolde,NLD,Operational,H2,53.0019687,6.292133564,1.3,289,0.2
Kopernikus 2.0,DEU,DEMO,Synfuels,49.01252508,8.416944469,0.25,66,0.1
E-CO2MET Raffinerie Mitteldeutschland,DEU,DEMO,MeOH,51.28147417,11.98771876,1,263,0.2
HySTRA- HESC,AUS,Feasibility study,H2,-38.253187,146.576518,,360487,281.1
H-Vision (phase 1),NLD,Feasibility study,H2,51.9545384,4.145078617,,128264,100
Preem CCS at Lysekil refinery,SWE,Feasibility study,H2,58.34878368,11.41750331,,,
METHYCENTRE,FRA,DEMO,Various,0,0,0.25,48,0
Hydrogen Park Gladstone,AUS,FID/Construction,H2,-23.84153552,151.2505892,0.175,34,0
"Toyota Hydrogen Centre, Altona, Victoria",AUS,Operational,H2,-37.8648151,144.83405,0.2,38,0
GZI Next,NLD,Feasibility study,H2,0,0,10,1923,1.5
Yanchang Integrated Carbon Capture and Storage Demonstration,CHN,Operational,H2,36.56322284,110.1008251,,,
Hazer group CH4 pyrolysis,AUS,Operational,H2,-32.15125666,115.8107427,,128,0.1
ECB Omega Green biofuel project,PRY,Feasibility study,H2,-23.87631557,-57.03601199,310,67391,52.5
Normand?€?Hy - Air Liquide ,FRA,FID/Construction,H2,49.48164753,0.546334672,200,38462,30
"H2V 59, 1st phase",FRA,Feasibility study,H2,51.03366672,2.367819717,200,43478,33.9
"Arrowsmith Hydrogen Project, phase 1",AUS,Feasibility study,H2,-29.2453428,114.9341591,55,11957,9.3
Bad Lauchst??dt energy park,DEU,FID/Construction,H2,51.43201514,11.861872,30,6522,5.1
"DJEWELS Chemiepark - Delfzijl, Phase 1",NLD,Feasibility study,Various,53.3344145,6.92135995,20,4348,3.4
UpHy,AUT,FID/Construction,H2,48.14672813,16.49571588,10,1923,1.5
Lake Charles Methanol,USA,Feasibility study,MeOH,30.22846555,-93.20981968,,,
"DJEWELS Chemiepark - Delfzijl, Phase 2",NLD,Feasibility study,Synfuels,53.3344145,6.92135995,40,8696,6.8
H2ermes,NLD,Feasibility study,H2,52.47246927,4.514296781,100,22222,17.3
"H2V 59, 2nd phase",FRA,Feasibility study,H2,51.03366672,2.367819717,300,65217,50.8
Hydrogen 2 Magnum (H2M),NLD,Feasibility study,H2,53.35634306,6.604915508,,,
Wabash Valley Resources ,USA,Feasibility study,H2,39.53376952,-87.42595908,,157303,122.6
"Etzel, Salt caverns",DEU,DEMO,H2,0,0,,,
"Shell heavy residue gasification CCU - Pernis refinery (in 2024, the CCU project will become CCUS - ref1323 - once Porthos project is available)",NLD,Operational,H2,51.88051045,4.315640317,,128264,100
Bio Energy Netherlands,NLD,Operational,H2,0,0,,,
Blue Hydrogen Den Helder,NLD,Feasibility study,H2,0,0,,,
Nemo Hydrogen Project,GRC,Concept,H2,37.845672,23.790579,100,22222,17.3
Baicheng City Bus Company - Songyuan City,CHN,Operational,H2,45.622681,122.848434,6,1333,1
"Repsol Cartagena, phase 1",ESP,Feasibility study,H2,37.56971348,-0.947449812,100,21739,16.9
H2-based residential area in Van der Veen,NLD,FID/Construction,H2,0,0,,,
H2Gas,ESP,Concept,H2,0,0,0.015,3,0
Long Beach Fuel Cell plant,USA,Operational,H2,33.87253337,-117.9602586,,562,0.4
Producing Hydrogen by Gasification of Biomass in 'het Groene Hart' - GH2,NLD,DEMO,H2,0,0,,234,0.183
Ramboll study for an e-fuel plant in Greenland,DNK,Feasibility study,MeOH,0,0,,,
Armor Hydrog??ne,FRA,Feasibility study,H2,48.48963639,-2.735607657,4,889,0.7
"Giner ELX, H2@Scale (Florida)",USA,DEMO,H2,28.53278218,-81.27583005,0.5,96,0.1
"Frontier Energy, H2@Scale - electrolysis",USA,DEMO,H2,30.69222855,-97.27921821,0.049,9,0
"DJEWELS Chemiepark - Delfzijl, Phase 3",NLD,Feasibility study,MeOH,53.3344145,6.92135995,40,8696,6.8
Curthyl,NLD,Feasibility study,H2,51.95561717,4.0148897,200,44444,34.7
Deltaurus 1,NLD,Feasibility study,H2,0,0,150,33333,26
Deltaurus 3,NLD,Feasibility study,H2,0,0,700,155556,121.3
"North CCU HUB, phase 3 (Deltaurus 4)",BEL,Feasibility study,Various,51.10782428,3.750137597,300,66667,52
Vlissingen - VoltH2 - phase I,NLD,Feasibility study,H2,51.45546439,3.564851569,25,5556,4.3
"HySynergy, phase 2",DNK,Feasibility study,H2,55.59138504,9.752643675,280,62222,48.5
Green lab skive (Phase I),DNK,Operational,MeOH,56.56530195,9.02965887,6,1333,1
"Shell China - Zhangjiakou Transportation Investment, phase 1",CHN,Operational,H2,40.78163215,114.8676578,20,4348,3.4
"Aberdeen Hydrogen Hub, phase I",GBR,FID/Construction,H2,57.17912975,-2.101654656,1.63,362,0.3
"Fortescue Metals Group - Bell Bay, Tasmania",AUS,Feasibility study,Ammonia,-41.11280377,146.8576969,250,55556,43.3
H2HUB,FRA,Concept,H2,47.90222163,1.906990632,2,444,0.3
"Meirama plant, phase 1",ESP,Feasibility study,H2,43.17444109,-8.407700488,30,5769,4.5
EMEC tidal-battery-hydrogen demo,GBR,DEMO,H2,0,0,0.67,129,0.1
Orange-BAT Puerto Valencia,ESP,Concept,H2,39.44907844,-0.316883814,100,22222,17.3
Huaneng electrolysis plant in Western Sichuan,CHN,FID/Construction,H2,30.79475582,99.91756342,27,6000,4.7
HaYrport,BEL,Feasibility study,H2,50.64547214,5.441302826,0.75,163,0.1
"IPCEI Green Crane, Italy Hubs",ITA,Concept,H2,0,0,,,0
"North CCU HUB, phase 2. North-C -full scale",BEL,Concept,Various,51.04097789,3.844331149,237,52667,41.1
HRS Halle (Continued as Ref148),BEL,DEMO,H2,50.73127486,4.219267381,0.3,65,0.1
Origin Energy Tasmania?€?s Bell Bay,AUS,Feasibility study,Ammonia,-41.13062845,146.8667014,500,111111,75.6
H2One Multistation- Tsuruga City,JPN,Operational,H2,35.65882038,136.0632417,0.005,1,0
"H100 Fife Project, Levenmouth",GBR,FID/Construction,H2,56.18200178,-3.013936835,5,1087,0.8
Steag-Thyssenkrupp Duisburg steel plant (HydrOxy Hub Walsum)- Phase 1,DEU,Feasibility study,H2,51.44485416,6.722192705,157,30192,23.5
Gela refinery,ITA,Feasibility study,H2,37.05959741,14.26628719,20,3846,3
Taranto Sustainable Refinery,ITA,Feasibility study,H2,40.49283749,17.19671568,10,1923,1.5
"BENORTH2 (Amorebieta-Boroa power plant), phase 1",ESP,FID/Construction,H2,43.2338374,-2.750071585,20,4444,3.5
"BENORTH2 (Amorebieta-Boroa power plant), phase 2",ESP,Feasibility study,H2,43.2338374,-2.750071585,180,40000,31.2
Camberra HRS,AUS,Operational,H2,0,0,0.052,10,0
Recycle Carbone Varennes biofuels plant,CAN,FID/Construction,H2,49.22597129,5.016301708,90,17308,13.5
Beijing Jingneng Power Company,CHN,Concept,H2,40.05606486,115.5429194,2885.947,641322,500
REDDAP - REnewable Distributed & Dynamic Ammonia Plant,DNK,Operational,Ammonia,56.54516778,9.152295859,10,2174,1.7
Wallonia e-methane project,BEL,Feasibility study,CH4,50.33640845,4.79180409,75,16304,12.7
"GET H2 Nukleus, phase 2",DEU,FID/Construction,H2,52.48255651,7.299667812,100,19231,15
"NortH2, phase 2",NLD,Concept,H2,53.46520794,6.632984563,6000,1333333,1039.5
"AquaPrimus (AquaVentus, phase 1), Heligoland",DEU,Feasibility study,H2,54.20234361,7.921268609,28,6222,4.9
H2-hub Gladstone (Queensland) - phases 2-3,AUS,Feasibility study,Ammonia,-23.84153552,151.2505892,2850,633333,493.8
Brande Hydrogen project,DNK,DEMO,H2,55.94514968,9.096581391,0.4,77,0.1
Horizeo project ,FRA,Feasibility study,H2,44.648942,-0.597759,10,2222,1.7
Deep Purple,NOR,DEMO,H2,0,0,,,
Pinto waste water plant,ESP,FID/Construction,H2,40.23827949,-3.692297452,0.462,103,0.1
Linde Leuna Chemical Complex,DEU,FID/Construction,H2,51.32471117,12.02431106,24,4615,3.6
"Project Haber, phase 1",AUS,Feasibility study,H2,-28.83006869,114.6783515,10,2222,1.7
Grupa Lotos refinery,POL,Feasibility study,H2,54.37556378,18.58700572,100,22222,17.3
Hamburg Green Hydrogen Hub (HGHH) project - old Moorburg plant,DEU,Feasibility study,H2,53.50673066,9.936549822,100,19231,15
Sumitomo Queensland,AUS,Feasibility study,H2,0,0,2.5,481,0.4
Sumitomo Oman,OMN,Concept,H2,0,0,,449,0.4
Sumitomo Malaysia- H2ornbill,MYS,Feasibility study,H2,1.55311,110.345032,649.3,144297.4,113
As Pontes power plant,ESP,Feasibility study,H2,43.44132666,-7.863506592,100,22222,17.3
Green Hydrogen Esslingen (P2G2P),DEU,Operational,H2,48.73108142,9.318047704,0.5,109,0.1
Huelva - Endesa,ESP,Feasibility study,H2,37.26196388,-6.941284646,100,22222,17.3
Hidrogeno El Cierzo,ESP,Feasibility study,H2,42.43745373,-2.291224272,7.2,1600,1.2
Teruel - Endesa,ESP,Feasibility study,H2,40.34567887,-1.106389644,15,3333,2.6
Almeria - Endesa,ESP,Feasibility study,H2,36.83378055,-2.464670478,50,11111,8.7
Barranco de Tirajana - Endesa,ESP,Feasibility study,H2,27.87436765,-15.50667115,7,1556,1.2
Granadilla - Endesa,ESP,Feasibility study,H2,28.12248879,-16.57559932,10,2222,1.7
"Green Crane, Asturias Hub, Phase I",ESP,Feasibility study,H2,43.46473733,-5.946123062,5,1111,0.9
"Green Crane, Asturias Hub, Phase II",ESP,Feasibility study,H2,43.46473733,-5.946123062,100,22222,17.3
"Hynet Northwest, phase 3",GBR,Feasibility study,H2,53.27703121,-2.841869148,,1038941,810
Zero Emission Valley (ZEV) - Clermont Ferrand,FRA,Operational,H2,45.7761475,3.095197185,2,435,0.3
Bahia H2 Offshore,ESP,Feasibility study,Ammonia,43.43629906,-3.80398481,,,
KOGAN HYDROGEN DEMONSTRATION PROJECT,AUS,FID/Construction,H2,-26.914849,150.747104,1,192,0.1
Masdar City green H2,ARE,FID/Construction,Various,24.48524216,54.39272804,5.772,1283,1
Lysekil refinery (phase 1),SWE,Feasibility study,H2,58.35063808,11.43600846,50,11111,8.7
"Uniper Maasvlakte, phase I",NLD,Feasibility study,H2,51.96331544,4.022574088,100,19231,15
"Uniper Maasvlakte, phase II",NLD,Feasibility study,H2,51.96331544,4.022574088,400,88889,69.3
"Hydrogen Park Murray Valley, Victoria",AUS,FID/Construction,H2,-36.11783047,146.8786478,10,2174,1.7
ORANGE.BAT Castellon,ESP,Feasibility study,H2,39.98706356,-0.050294715,100,21739,16.9
Saras Sardinia refinery - IPCEI,ITA,Feasibility study,H2,39.08672306,9.022064688,20,3846,3
H2 Creteil,FRA,FID/Construction,H2,48.77887899,2.4368745,2.5,556,0.4
SunLine Palms Springs,USA,Operational,H2,33.83353983,-116.5509007,2,385,0.3
H2 Green Steel (H2GS)  - phase 1,SWE,FID/Construction,H2,65.8289892,21.6904535,800,173913,135.6
"New York Science, Technology and Advanced Manufacturing Park",USA,FID/Construction,H2,43.0964478,-78.3908559,120,23077,18
Abanto Technology Park,ESP,Operational,H2,43.32559953,-3.113953019,2.5,543,0.4
HyDeal Ambition,"ESP
FRA",Concept,H2,0,0,,,0
Boryeong LNG Terminal,KOR,Feasibility study,H2,36.34719004,126.5462281,,320661,250
Cavendish NextGen Hydrogen Hub ,USA,Operational,H2,27.64358906,-80.78992526,25,4808,3.7
Refhyne II,DEU,FID/Construction,H2,50.86056156,6.980581616,100,19231,15
H2-Login,ESP,Operational,H2,40.12213,-3.84704,0.015,3,0
Gyeongnam Changwon Green Energy Center,KOR,DEMO,H2,35.21228303,128.6110091,0.125,33,0
"Wilhelmshaven , phase 1",DEU,Feasibility study,H2,53.52954064,8.1296932,70,15556,12.1
Sinopec Qilu Petrochemical CCS,CHN,Operational,H2,36.83002722,118.1110954,,,
Karamay Dunhua Oil Technology CCUS EOR Project,CHN,Operational,MeOH,45.58298539,84.89650728,,,
Great Plains Synfuel Plant and Weyburn-Midale,USA,Operational,CH4,47.26341678,-101.7969258,,,
Abu Dhabi CCS Phase 1: Emirates Steel Industries - Al Reyadah CCUS,ARE,Operational,H2,24.33491011,54.47101004,,,
Leeds Bradford Airport hub,GBR,Feasibility study,H2,54.45186875,0.326742452,,,
Northwest Natural Holding synthetic methane plant,USA,Concept,CH4,0,0,10,2222,1.7
Centre Point Energy Minnesota,USA,Concept,H2,0,0,,,
New Jersey Resources Howell,USA,Operational,H2,40.151128,-74.213226,0.175,39,0
Vantaa-Wartsila methanation,FIN,FID/Construction,CH4,60.29311854,25.03707856,20,4444,3.5
AES Andes Power to Ammonia project,CHL,Feasibility study,Ammonia,-32.52304212,-70.68239248,412.278,91617,71.4
Huaneng Qingneng Institute demo plant,CHN,DEMO,H2,0,0,,,
CNNC HTGR P2G demo,CHN,DEMO,H2,0,0,0,0,0
CNNC 600MW HTGR P2G for steel,CHN,Concept,H2,0,0,225,50000,39
"Datong City solar plant, phase 1",CHN,FID/Construction,H2,40.07828301,113.3081818,10,2222,1.7
Eco Energy World Quensland project,AUS,Feasibility study,H2,-27.4717594,153.044312,200,44444,34.7
Puglia green hydro-gen valley - Taranto plant,ITA,Feasibility study,H2,40.4432173,17.2510137,100,22222,17.3
Saipem and Alboran Hydrogen (1 plant),MAR,Concept,H2,0,0,,,
Saipem and Alboran Hydrogen (1 plant),ALB,Concept,H2,0,0,,,
Optimal-ITM agreement,AUS,FID/Construction,H2,0,0,0.7,135,0.1
Giga Stack - Green Hydrogen for Humberside,GBR,Concept,H2,53.67400642,-0.570627592,1000,192308,149.9
HRS Gatwick airport,GBR,Decommisioned,H2,51.16077441,-0.175151717,,,
4 projects of ITM in Australia,AUS,Operational,H2,0,0,1,192,0.1
HRS Swindon,GBR,Operational,H2,51.55934334,-1.782009364,,,
HRS Beaconsfield,GBR,Decommisioned,H2,51.60438472,-0.647719826,,,
QEM Julia Creek - Queensland,AUS,Concept,H2,-23.84020759,151.0473419,,,
Rafnes chemical plants (Aquarius),NOR,FID/Construction,H2,59.13562846,9.628247706,20,4444,3.5
Synkero synfuels project,NLD,Feasibility study,Synfuels,52.36610168,5.034774033,100,22222,17.3
Zenid Initiative,NLD,DEMO,Synfuels,51.95638511,4.420221321,1.456,324,0.3
H2Teesside 1st phase,GBR,Feasibility study,H2,54.55239212,-1.311916181,,192135,149.8
H2Teesside 2nd phase,GBR,Feasibility study,H2,54.55239212,-1.311916181,,192135,149.8
ITM-Sumitomo Coorp,JPN,Operational,H2,35.443707,139.638031,2,385,0.3
"PT Panca Amara Utama (PAU) Banggai ammonia plant, Luwuk Central Sulawesi",IDN,Feasibility study,Ammonia,-0.938827956,122.7925004,,,
"Barents Blue ammonia plant, phase 1",NOR,Feasibility study,Ammonia,70.4799,24.2633,,230968,180.1
"Hysencia, Phase II",ESP,Concept,H2,41.53512385,-0.891003208,160,35556,27.7
Renewstable,BRB,Feasibility study,H2,13.18594857,-59.55988857,15,2885,2.2
