Project/Plant Name,status,technology_all,technology,rated power_kW,country,latitude,longitude,grid_level
Kyogoku Pumped Hydro Power Station (Unit 1),Operational,Electro-mechanical energy storage,Pumped hydro storage,200000,Japan,42.8582077,140.88,null
State of North Carolina - DN Tanks,Operational,Thermal energy storage,Sensible heat,2590,United States,35.7749644,-78.64,null
Stored Energy Integration Facility (SEIF),Operational,Electro-chemical battery and chemical storage,Lead-acid battery,150,Australia,-32.884454,151.73,Secondary Distribution
Lee DeKalb Energy Storage - NextEra,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,20000,United States,41.9294736,-88.75,null
Smart Operator Wincheringen Pb,Operational,Electro-chemical battery and chemical storage,Lead-acid battery,15,Germany,50,6,Primary Distribution
2.2 MW Pando Project ESS,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,2200,Bolivia,-10.7988901,-67,null
Thomastown Network 1 MW Lithium-ion Trial - AusNet Services,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,1000,Australia,-37.6811991,145.01,null
300 kW Seoul Grand Park ESS,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,300,South Korea,37.429246,126.99,null
KTX (Train station #1 and #2) - SmartGrid.or.kr,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,1000,South Korea,37.6824891,126.77,null
Daesung Energy Daegu Smart Grid Project (Cogeneration plant) - SmartGrid.or.kr & Hyundai Autoever,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,1000,South Korea,35.866353,128.59,null
Iksan ESS - LG Chem,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,3000,South Korea,35.9482858,126.96,null
Small Commercial Storage: Remote Telecomunications Base Station,Operational,Electro-chemical battery and chemical storage,Lead-acid battery,20,Australia,-34.4243941,150.89385,null
"LA Metro Wayside Flywheel Energy Storage System - 2 MW Flywheel Based Energy Storage System,",Operational,Electro-mechanical energy storage,Flywheel,2000,United States,34.05637,-118.274883,Secondary Distribution
GridSolar Boothbay Pilot Project: Thermal Storage (Peak Shaving),Operational,Thermal energy storage,Latent heat,221,United States,43.8764706,-69.6336571,Transmission
Blue Solutions - Bluezone Cacavelli 140kWc Solar Power Plant,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,90,Togo,6.1219213,1.1153379,Transmission
LJW Solar: Small Commercial Storage: Peak Shaving And Solar Self-Consumption,Operational,Electro-chemical battery and chemical storage,Lead-acid battery,20,Australia,-33.6876398,151.0267199,null
RES Amphora,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,4000,Canada,42.955129,-81.61,Primary Distribution
South Coast Air Quality Management District - CODA BESS 1+2,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,1000,United States,34.141763,-118,Primary Distribution
Butte College Green Charge Networks GreenStation,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,30,United States,39.71577024,-121.79542,Secondary Distribution
Green Charge Networks (43rd Street Site 1),Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,27,United States,40.76177471,-73.99825214,Secondary Distribution
Green Charge Networks (43rd Street Site 2),Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,27,United States,40.76177471,-73.99825214,Secondary Distribution
Green Charge Networks (43rd Street Site 3),Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,27,United States,40.76177471,-73.99825214,Secondary Distribution
Blue Solutions - Bluezone Kaloum 140kWc Solar Power Plant,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,90,Guinea,9.517125,-13.4226917,Transmission
"BAI Broadcast Tower, Muswellbrook, Australia",Operational,Electro-chemical battery and chemical storage,Lead-acid battery,14,Australia,-32.2673747,150.8903015,null
NRStor Minto Flywheel Energy Storage Project - 2 MW of Frequency Regulation Services,Operational,Electro-mechanical energy storage,Flywheel,2000,Canada,43.9180476,-80.8841675,Primary Distribution
Beacon Power 20 MW Flywheel Frequency Regulation Plant - 200 Beacon Power Series 400 flywheels,Operational,Electro-mechanical energy storage,Flywheel,20000,United States,40.9568399,-76.0275859,Transmission
Mainstream Renewable Power - 2000 kW,Operational,Electro-mechanical energy storage,Flywheel,2000,Ireland,53.41291,-8.24389,Transmission
Mackerel Islands (Thevenard Island) Solar Plus Storage,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,325,Australia,-21.637849,115.11,null
Camp Pendleton Fractal Grid Demonstration - 30kW,Operational,Electro-mechanical energy storage,Flywheel,30,United States,33.4209412,-117.4321452,Secondary Distribution
Toronto Hydrostor UCAES Demonstration Facility - 1 MW/4 MWh Demonstration Facility,Operational,Electro-mechanical energy storage,Compressed air energy storage,1000,Canada,43.582387,-79.416845,Transmission
Kazunogawa (No.4) Pump Expansion,Operational,Electro-mechanical energy storage,Pumped hydro storage,400000,Japan,35.6641575,138.57,null
GridSolar Boothbay Pilot Project: Thermal Storage (Demand Response),Operational,Thermal energy storage,Latent heat,29,United States,43.8764706,-69.6336571,Transmission
Customer Project,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,55,Germany,49,7,null
Slepe Farm: Solar + 250 kWh storage - Farm Power Apollo,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,598,United Kingdom,50.739014,-2.1,null
"Smart ZAE Flywheel Project - COFELY INEO - 170kWp of Solar panels, 15kW of Wind Generation",Operational,Electro-mechanical energy storage,Flywheel,100,France,43.6487455,1.4638675,Secondary Distribution
Bosch Braderup ES Facility: Li-Ion Battery,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,2000,Germany,54.83235,8.9,Primary Distribution
Monrovia South Coast Air Quality Management District BESS 3 - CODA Energy Holdings,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,510,United States,34.141845,-118,Secondary Distribution
St Paul Island Wind/Diesel/Beacon Flywheel Power Plant Demonstration - TDX Power 160 kW,Operational,Electro-mechanical energy storage,Flywheel,160,United States ,57.1224981,-170.2799461,Transmission
"Smart Polygeneration Microgrid, Univeristy of Genoa",Operational,Electro-chemical battery and chemical storage,Sodium-based battery,63,Italy,44.2334238,8.252572737,null
Smarter Network Storage,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,6000,United Kingdom,51.9174658,-0.65,Primary Distribution
Blue Solutions - Bluezone Dosso 70kWc Solar Power Plant,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,45,Niger,13.235012,3.1051625,Transmission
Xianju (??????) Pumped Storage Power Station,Operational,Electro-mechanical energy storage,Pumped hydro storage,1500000,China,28.846926,120.73,null
San Diego Repertory - Stem,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,36,United States,32.7145351,-117.16,null
"500 kW Kashiwa Smart City Hitachi Li-ion AEMS - Mitsui Fudosan Co., Ltd.",Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,500,Japan,36,140,null
Linthal 2015 (Linth-Limmern Expansion) Pumped Hydro Storage Power Plant,Operational,Electro-mechanical energy storage,Pumped hydro storage,1000000,Switzerland,46.9218287,9,null
Crescent Dunes Solar Energy Project,Operational,Thermal energy storage,Sensible heat,110000,United States,38.237766,-117.38,Transmission
UCSD - Maxwell Technologies Ultracapacitor Bank,Operational,Electro-chemical battery and chemical storage,Electro-chemical capacitor,28,United States,32.8769207,-117.24,Primary Distribution
Salamonde II Pumped Hydro Station,Operational,Electro-mechanical energy storage,Pumped hydro storage,211000,Portugal,41.689967,-8.09,null
"Terna Storage Lab 2, Sicily (1)",Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,1000,Italy,38,14,Transmission
"Terna Storage Lab 2, Sicily (3)",Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,1000,Italy,38,14,Transmission
"Terna Storage Lab 2, Sicily (4)",Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,1000,Italy,38,14,Transmission
"Terna Storage Lab 2, Sicily (5)",Operational,Electro-chemical battery and chemical storage,Sodium-based battery,1200,Italy,38,14,Transmission
"Terna Storage Lab 2, Sicily (2)",Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,900,Italy,37.8803139,13.55343139,Transmission
Okinawa Battery System,Operational,Electro-chemical battery and chemical storage,Lead-acid battery,1500,United States,26.3344266,127.81,null
Peak Shaving Battery at BMW Technology,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,100,United States,37.4231222,-122.0946938,null
"BJ's Wholesale Club - SolarCity / Direct Energy - (Framingham, MA)",Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,200,United States,42,-71,null
Moora Moora: Residential Storage: 100% Off-grid Community,Operational,Electro-chemical battery and chemical storage,Lead-acid battery,20,Australia,-37.7183444,145.561431,null
GridSolar Boothbay Pilot Project: BESS,Operational,Electro-chemical battery and chemical storage,Lead-acid battery,500,United States,43.8993343,-69.62,Transmission
Terna SANC Project (3),Operational,Electro-chemical battery and chemical storage,Sodium-based battery,10800,Italy,41.0911341,15.3,Transmission
Terra Verde/SolarCity - Burton School District Energy Storage & PV Project,Contracted,Electro-chemical battery and chemical storage,Lithium-ion battery,360,United States,36.06523,-119.02,Transmission
Natural Energy Laboratory of Hawaii Authority (NELHA) - Aquion Energy,Operational,Electro-chemical battery and chemical storage,Sodium-based battery,10,United States,19.641941,-155.996933,null
FerroSmartGrid - Recuperation/Interoperability Node,Operational,Electro-chemical battery and chemical storage,Electro-chemical capacitor,50,Spain,36.7086133,-4.44,Secondary Distribution
LIRR Malverne WESS: Ioxus,Operational,Electro-chemical battery and chemical storage,Electro-chemical capacitor,1000,United States,40.6754071,-73.67,null
Saft 232 kWh BESS Arctic Circle,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,1100,Canada,67.0386393,-126.09,Primary Distribution
Powertree Services San Francisco One,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,3264,United States,37.7749295,-122.42,null
SCE Irvine Smart Grid Demonstration: Containerized Distributed Storage Unit,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,2000,United States,33.6588951,-117.83,null
"Cedarvale: Small Commercial Storage: Health Retreat, Kangaroo Valley",Operational,Electro-chemical battery and chemical storage,Lead-acid battery,20,Australia,-34.7351573,150.5325429,null
Shin-Yongin Substation ESS Pilot Project - 24 MW ESS - KEPCO / Samsung SDI,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,24000,South Korea,37.2437487,127.15,null
Jake Energy Storage Center: RES Americas,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,19800,United States,41.4877384,-88.1,null
Elwood Energy Storage Center: RES Americas,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,19800,United States,41.8978524,-88.22,null
Borehole Thermal Energy Storage - Marine Corps Logistics Base Albany,Operational,Thermal energy storage,Heat thermal storage,0,United States,32,-84,null
UCSD - BYD Energy Storage System,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,2500,United States,32.8769207,-117.24,null
250 kW / 1 MWh ElChe Wettringen,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,250,Germany,52.2323411,7.29,null
Stafford Hill Solar Farm & Microgrid: Lithium Ion,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,2000,United States,43.619416,-72.95,Secondary Distribution
Stafford Hill Solar Farm & Microgrid: Lead Acid,Operational,Electro-chemical battery and chemical storage,Lead-acid battery,2000,United States,43.619416,-72.95,Secondary Distribution
H??pital Albert Schweitzer,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,200,Haiti,19.104927,-72.69,null
Anahola Solar Array and Battery - Kauai Island Utility Cooperative & REC Solar,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,6000,United States,22.1452778,-159.32,Primary Distribution
